,original,paraphrase
16,"Gorenje je v Evropi že od leta 1961, ko je izvozilo prvih 200 štedilnikov firmi Neckermann, ali vsaj od začetka 70. let, ko so začeli po vsem svetu ustanavljati mrežo svojih podružnic, je dejal Franjo Bobinac. Gorenje je danes pripravljeno na Evropo s fantastičnimi in inovativnimi izdelki, novimi tehnologijami in izredno zvestim ter hkrati visoko strokovno usposobljenim kolektivom, z ljudmi, ki te izdelke proizvajajo in prodajajo, je dejal Bobinac. Dodal je, da sta se učinkovitega vlaganja k sreči dobro zavedala tudi oba njegova predhodnika, Ivan Atelšek in Jože Stanič. Prispevek obeh je v svojem govoru omenil tudi predsednik vlade Anton Rop in spomnil na spodbudne makroekonomske kazalce, saj je Sloveniji končno uspelo občutno znižati tako inflacijo kot tudi obrestno mero, zdaj pa si veliko obeta še od napovedane davčne reforme.","""Gorenje je v Evropi že od leta 1961, ko je v Neckermann izvozilo prvih 200 štedilnikov, oziroma vsaj od začetka sedemdesetih let, ko so začeli vzpostavljati mrežo svojih podružnic po vsem svetu"", je povedal Franjo Bobinac. ""Gorenje je zdaj na Evropo pripravljeno s fantastičnimi in inovativnimi izdelki, novimi tehnologijami ter zelo zvesto in visoko strokovno ekipo, z ljudmi, ki te izdelke proizvajajo in prodajajo, je dejal Bobinac. Dodal je, da sta se na srečo oba njegova predhodnika, Ivan Atelšek in Jože Stanič, dobro zavedala učinkovite investicije. V svojem govoru je predsednik vlade Anton Rop omenil tudi prispevek obeh, pa tudi spodbudne makroekonomske kazalnike, saj je Sloveniji končno uspelo znižati inflacijo, pa tudi obrestno mero, zdaj pa je veliko obetavne davčne reforme. """
17,Dolar tolče tudi farmacevte,Dolar je dosegel farmacevte
18,"Tudi Krki hitra rast tečaja evra nasproti dolarju ne ustreza, ker so njeni dolarski prilivi še vedno večji od odlivov v tej valuti. Res pa je, da se je naša dolarska izpostavljenost v zadnjem času precej zmanjšala. Na eni strani smo povečali delež prodaje v državah EU in ta trend se bo v tem letu še nadaljeval, na drugi strani pa smo povečali delež prodaje v evrih tudi v drugih regijah, razlaga direktor finančnega sektorja v Krki Brane Kastelic. Kaže, da bo njihova izpostavljenost v dolarjih letos bistveno manjša kot lani. Poleg tega Krka že nekaj let dolgoročna posojila najema izključno v dolarjih. Uporabljamo tudi izvedene finančne instrumente za aktivno ščitenje pred padanjem tečaja dolarja. Opcijske pogodbe, ki smo jih sklenili lani, nam omogočajo, da viške dolarjev prodajamo po precej višjem tečaju, kot je trenutno na trgu, še pravi Kastelic.","Krkina hitra rast tečaja evra do dolarja prav tako ni primerna, ker so njeni dolarski prilivi še vedno večji od odlivov v tej valuti. Res je, da se je v zadnjem času precej zmanjšala naša dolarska izpostavljenost. Po eni strani smo povečali delež prodaje v državah EU, ta trend pa se bo nadaljeval tudi letos, po drugi strani pa smo delež prodaje v evrih povečali tudi v drugih regijah, pojasnjuje dolgoročni direktor finančnega sektorja Krke Brane Kastelic. Kaže, da bo njihova izpostavljenost v dolarjih letos bistveno manjša kot lani. Poleg tega je Krka že nekaj let izključno v dolarjih posojila. Za aktivno zavarovanje pred padcem posojilne obrestne mere uporabljamo tudi izvedene finančne instrumente."
19,Tatjana Tanackovič,Tatjana Tanakovič
20,"Gradnja omenjenega poslovno-stanovanjskega objekta je šele začetek izgradnje večje soseske na tem območju. V neposredni bližini bo koprska občina v prvi polovici letošnjega leta začela graditi sto nepridobitnih stanovanj, ki naj bi bila zgrajena v dveh letih, v naslednjih letih pa bodo na tem območju različni investitorji zgradili še več sto tržnih stanovanj. Po načrtih Darsa bodo glavno prometno žilo proti Hrvaški umaknili iz Šmarske ceste.","Gradnja poslovno-stanovanjske stavbe je šele začetek gradnje večje soseske na tem območju. V prvi polovici letošnjega leta bo koprska občina začela graditi sto neprofitnih stanovanj, ki naj bi jih zgradili v dveh letih, v naslednjih letih pa bodo različni investitorji na tem območju zgradili še nekaj sto tržnih stanovanj."
21,"Predstavniki stanovanjskih skupnosti največje kamniške KS Duplica, njihovi občinski svetniki, ravnateljici osnovne šole in vrtca ter drugi krajani pa so ogorčeno pribili, da se počutijo izigrane in prevarane. Vedno smo povsem jasno in glasno izražali svoj interes, pisali peticije in izpolnjevali javnomnenjske raziskave. Res pa je, da smo v pravnih postopkih neuke stranke, ki ves dan garajo v svojih službah in slepo zaupajo predstavnikom, ki bi morali naše interese zastopati po službeni in moralni dolžnosti, je menil Janez Dovč.","Predstavniki stanovanjskih skupnosti največjega KS Kamnik Duplica, njihovi občinski svetniki, ravnatelj osnovne šole in vrtca ter drugi domačini so bili ogorčeni, ker so se počutili izigrane in prevarane. Vedno smo precej jasno in glasno izražali interes, pisali peticije in izpolnjevali javnomnenjske raziskave. Res pa je, da smo v sodnih postopkih nevedne stranke, ki ves dan garamo v svojih storitvah in slepo zaupamo predstavnikom, ki naj zastopajo naše interese v strokovni in moralni dolžnosti, je dejal Janez Dovč."
22,"Razočarani smo tudi nad versko skupnostjo, ki prihaja v naše okolje pod krinko moralnosti s prevaro in nas prostorsko dodatno utesnjuje, je poudaril svetnik Brane Golubovič in povprašal, zakaj občina ni izkoristila predkupne pravice. Direktor občinske uprave Ivan Pristovnik je povedal, da občina ni imela dovolj denarja, da pa so se takoj, ko jih je Orešnik opozoril na načrtovano gradnjo, pritožili na upravno enoto. Ta je pritožbo 23. decembra lani zavrnila kot neutemeljeno.","Razočarani smo tudi nad versko skupnostjo, ki prihaja v naše okolje pod krinko morale s prevaro in nas še dodatno omejuje v prostoru, je povedal svetnik Brane Golubovič in vprašal, zakaj občina ni izkoristila predkupne pravice. Direktor občinske uprave Ivan Pristovnik je dejal, da občina nima dovolj denarja, a so se takoj, ko jih je Orešnik opozoril na načrtovano gradnjo, pritožili upravni enoti, ki je pritožbo 23. decembra lani zavrnila kot neutemeljeno."
23,"Do tu vse lepo in prav. Litija je ena redkih občin s takšnim pravilnikom, ki na takšen način pomaga novorojencem. A pravilnik ima vendarle napako. Po izkušnjah, ki jih je nedavno doživela družina Gračner, je Robert Gračner pravilnik označil za diskriminacijo med spoloma. Pravilnik namreč v prvem členu ureja dodeljevanje omenjene enkratne pomoči za novorojence družinam oziroma roditeljem z območja občine Litija. V drugem členu pa določa, da je upravičena do denarne pomoči mati novorojenca, ki ima stalno bivališče na območju te občine.","To je vse lepo in prav. Litija je ena redkih občin s takšno politiko, ki novorojenčkom pomaga na tak način. Vendar pa je pravilo napačno. Po izkušnjah družine Gračner je Robert Gračner pravilo opisal kot diskriminacijo na podlagi spola. Prvi člen pravila ureja dodelitev te enkratne pomoči družinam ali staršem iz občine Litija. Drugi članek navaja, da je mati novorojenčka, ki ima stalno prebivališče v občini, upravičena do finančne pomoči."
24,"V primeru družine Gračner so okoliščine nekoliko posebne. Mama Vesna ima namreč stalno prebivališče prijavljeno v Ljubljani, oče ter poldrugi mesec stara dvojčka Nejc in Luka pa so prijavljeni v Litiji. Vendar kljub temu po mnenju direktorja občinske uprave Zdravka Valentina Špesa otroka nista upravičena do denarne pomoči.","Pri družini Gračner so okoliščine nekoliko posebne: mama Vesna ima v Ljubljani prijavljeno stalno bivališče, oče in polmesečna dvojčka Nejc in Luka pa sta registrirana v Litiji, vendar pa po besedah Zdravka Valentina Špesa otroci niso upravičeni do denarne pomoči."
25,"Pravilnik jasno določa, da je upravičenec do pomoči mati novorojenca. Kot direktor občinske uprave sem dolžan dosledno upoštevati občinske pravilnike. Se pa strinjam, da je zadeva v tem primeru res malo čudna in da je pravilnik morda res malo nerodno napisan, pravi Špes.","Pravilnik jasno navaja, da je upravičenec do pomoči mati novorojenčka. Kot direktor občinske uprave sem dolžan strogo upoštevati občinska pravila. Vendar pa se strinjam, da je zadeva v tem primeru res malo čudna in da so pravila lahko malo nerodna. Navodila"
26,"Robert in Vesna Gračner menita, da bi bili lahko na občini malo manj birokratski ter bi njun primer lahko preučili in se odločili za dodelitev pomoči, saj so vendar oče in dvojčka prijavljeni v litijski občini. Na srečo imamo redne dohodke. Sam imam invalidsko pokojnino, žena Vesna je zaposlena. Gre pa za princip, saj menim, da pravilnik diskriminira moške, pravi Robert Gračner.","Robert in Vesna Gračner verjameta, da bi v občini lahko bili malo manj birokratski in bi lahko preučili njihov primer in se odločili za odobritev pomoči, saj so oče in dvojčki registrirani v občini Litva. Na srečo imamo redne dohodke. imam invalidsko pokojnino, Vesna žena je zaposlena. To je načelo, ker menim, da pravilo diskriminira moške, pravi Robert Gračner."
27,"Robert Gračner priznava, da ga je ob vsem tem še najbolj prizadel odnos litijskega župana, ko ga je obvestil o tem res posebnem primeru. Ta ga po njegovih besedah ni hotel niti poslušati, temveč je njegovo prošnjo takoj zavrnil.","Robert Gračner priznava, da ga je najbolj prizadel odnos župana Litve, ko ga je obvestil o tem res posebnem primeru, ki ga, kot je dejal, ni hotel poslušati, ampak ga je takoj zavrnil."
28,"Svojo besedo ima tudi sindikat oziroma svet delavcev. Oba vodi Damir Barić, ki je po seji nadzornega sveta povedal: Nočemo, da direktorico razrešijo zdaj, le mesec dni pred iztekom mandata. Tako bi iz družbe odšla nedolžna in nekaznovana. Naj odsluži še ta mesec, potem pa jo bomo kazensko ovadili. Obtožujemo jo namreč skrivanja poslovnih podatkov, propada podjetja, saj je takrat, ko je mandat začela, bilo izgube le za sedem milijonov, zdaj pa jo je po naših podatkih več kot pol milijarde... Odkrili smo tudi nekaj čudnih pogodb. V VGP Soča so že bili kriminalisti.","Oba vodi Damir Barić, ki je po seji nadzornega sveta dejal: ""Ne želimo, da bi bila direktorica odpuščena zdaj, le mesec dni pred koncem mandata. Podjetje bi pustila nedolžno in nekaznovano. Naj jo vročijo še ta mesec, potem pa jo bomo kriminalizirali. Obtožujemo jo, da je skrivala poslovne podatke, propad družbe, saj je ob začetku mandata izgubila le sedem milijonov, zdaj pa jih je po naših informacijah več kot pol milijarde... Odkrili smo tudi nekaj čudnih pogodb."
29,"Banka enkrat dala, dvakrat vzela","banka je enkrat dala, dvakrat vzela"
30,"Inšpektorica Vlasta Černe je ugotovila, da je vodstvo šole v treh prvih in enem drugem razredu, ki imajo izhod na teraso, že poskrbelo za dodatno ogrevanje, izmerjena temperatura pa je že presegala predpisanih 20 stopinj Celzija (po pravilniku mora toliko znašati temperatura med poukom, pred poukom pa vsaj 18 stopinj).","Inšpektorica Vlasta Černe je ugotovila, da je vodstvo šole v treh prvih in enem drugem razredu, ki imajo dostop do terase, že zagotovilo dodatno ogrevanje, izmerjena temperatura pa je že presegla predpisanih 20 stopinj Celzija (po pravilih mora biti temperatura med poukom in vsaj 18 stopinj pred poukom)."
31,Mojca Grušovnik,Mojca Grušovnik
32,PRIPRAVLJAJO SE NA NOVO NALOŽBO,Pripravljajo se na novo rast
33,Nalogi obeh nastopajočih sta v tej igri zelo različni...,Vloge obeh igralcev v tej igri so zelo različne...
34,"Nekoč ste omenili, da vam majhne vloge niso odveč in da ste prav v teh najbolj uživali.","Nekoč ste omenili, da vam igranje majhnih vlog ni težko in da ste v njih najbolj uživali."
35,"No, velikih vlog tudi vam ni manjkalo. Je katera od njih v vas pustila globljo sled?","No, tudi vam ni manjkalo odličnih vlog, ali je katera od njih v vas pustila globljo sled?"
36,Biser skandinavske dramatike,Biserna skandinavska drama
37,Tomaž Klipšteter,Thomas Klipšteter.
38,"MARIBOR Na odru stare dvorane mariborskega SNG bo nocoj ob 19.30 premiera psihološke drame Jesenski sen norveškega pisatelja in dramatika Jona Fosseja. V minulih letih so Fossejeve drame dosegle izjemen uspeh na evropskih gledaliških odrih, v Sloveniji pa je trenutno najbolj priljubljen norveški dramatik še vedno precej neznan, saj so slovenska gledališča doslej uprizorila samo eno njegovo besedilo, in sicer Noč poje pesmi svoje v produkciji ljubljanske Drame.","Maribor Na odru mariborske SNG bo premiera psihološke drame Jesenske sanje norveškega pisatelja in dramatika Jona Fosseja, ki je v preteklih letih dosegla izjemen uspeh na evropskih gledaliških odrih, medtem ko je pri nas najbolj priljubljen norveški dramatik še vedno precej neznan, saj so slovenska gledališča doslej uprizorila le eno njegovo besedilo, Nočne pesmi v produkciji ljubljanske Drame."
39,"Z Bibi Anderson in Evo Dahlbeck si je leta 1958 v Cannesu delila nagrado za najboljšo igralko, in sicer za vlogo v filmu Ob robu življenja.",Z Bibi Anderson in Evo Dahlbeck si je leta 1958 v Cannesu delila nagrado za najboljšo igralko za vlogo v filmu Na robu življenja.
40,Na štukature je bilo treba nanesti na tisoče zlatih lističev.,Na štukaturo je bilo treba nanesti na tisoče zlatih kovancev.
41,"Roger si je vse prebrisano zamislil. Dejal je, da bo električni kuhalnik za kavo vključila radijska budilka. Tako bo imela Claudia, ko se prebudi, že toplo kavo in glasbo. Claudio je ta pozornost navdušila. Roger je vse to tudi izpeljal, in kasneje sem, pod prisego, moral vse to natančno povedati vse do eksplozije. Povem vam, ko je bungalov odletel v zrak, je vse izginilo. Neverjetno...","Roger je imel pametno idejo. Rekel je, da bo električni kuhalnik za kavo vklopil radijski alarm. Claudia bo imela vročo kavo in glasbo, ko se zbudi. Claudio je bil navdušen nad pozornostjo. Roger je vse to izvedel in kasneje, pod prisego, sem moral vse to povedati prav do eksplozije. Povem vam, ko je bungalov poletel v zrak, je vse izginilo. Neverjetno..."
42,"V Nemčiji so bile volitve kraljev stalna nadloga, ki se je večkrat končala z državljansko vojno. Tega je bilo konec po letu 1346, ko je na nemški prestol sedel Luksemburžan Karel IV. Kmalu je spoznal, da bo stabilnost v nemškem kraljestvu mogoča le, če bo obveljal nekakšen sporazum med ozemeljskimi knezi. Po vrnitvi s kronanja za cesarja v Rimu je leta 1355 sklical zborovanje nemških knezov v Nürenbergu in to se je 10. januarja 1356 končalo z razglasitvijo triindvajsetih poglavij zlate bule. Naslednjih osem poglavij so dodali na božič istega leta. Z zlato bulo, ki je bila nekakšna ustava nemškega kraljestva, so volitve kraljev izročili v roke sedmih volilnih knezov ter zagotovili, da bo izbrani kandidat lahko zasedel prestol brez nadaljnjih zapletov.","V Nemčiji, izvolitev kraljev je bila stalna nadloga, pogosto izhajajo iz državljanske vojne. To se je končalo po 1346, ko je luksemburški Karel IV. prevzel nemški prestol. Kmalu je spoznal, da bi bila stabilnost v nemškem kraljestvu mogoča le, če bi bil nekakšen sporazum med teritorialnimi knezi v mestu. Po vrnitvi s kronanja cesarja v Rimu je sklical srečanje nemških knezov v Nürnbergu leta 1355, in to se je končalo 10. januarja 1356, z razglasitvijo triindvajsetih poglavij Zlate bule. Naslednjih osem poglavij je bilo dodanih na božič istega leta. Zlati bik, neke vrste ustave nemškega kraljestva, je bil izročen sedmim volivcem in zagotovil, da se lahko izbrani kandidat povzpne na prestol brez nadaljnjih zapletov."
43,"1994 V Bruslju so ratificirali temeljni dokument Partnerstva za mir, v katerem je bila predvidena širitev Severnoatlantske obrambne organizacije na ozemlje držav nekdanjega Varšavskega pakta.","leta 1994 je Bruselj ratificiral temeljni dokument partnerstva za mir, ki je predvideval širitev Severnoatlantske obrambne organizacije na države nekdanjega Varšavskega pakta."
44,"1943 V Ljubljani je umrl slovenski slikar in ilustrator Ivan Vavpotič, avtor nekoč znamenitih ilustracij Desetega brata in Tolovaja Mataja (rojen leta 1877).","1943 je v Ljubljani umrl slovenski slikar in ilustrator Ivan Vavpotič, avtor nekdaj znamenitih ilustracij Deseti brat in Tolovaj Mata (rojen 1877)."
45,"KRŠKO Krški poklicni gasilci so v četrtek popoldne s hitrim posegom zadušili ogenj, ki se je razplamtel v pisarniških prostorih krškega Kovinarska IPO. Plameni so v dveh pisarnah uničili velik del dokumentacije, medtem ko so pisarniški opremi na srečo prizanesli. Po prvih podatkih naj bi zagorelo zaradi kratkega stika na električni napeljavi. (es)","V četrtek popoldne so krški poklicni gasilci hitro pogasili požar, ki se je razširil v pisarni Kovaške IPO Krško. Velik del dokumentacije so uničili plameni v dveh pisarnah, pisarniška oprema pa je bila na srečo ohranjena. Po predhodnih informacijah je požar povzročil kratek stik na električni napeljavi. (es)"
